first_name,city,email,customer_id,order_id,order_date,shipped_date,product_name,list_price,quantity,net_revenue,order_year,order_month,cost_price,profit,profit_margin,Customer Segment,month_year
Diana,Merrick,diana.guerra@hotmail.com,55,147,2016-03-28,2016-03-31,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,3,359.99,240.0,25.0,Regular,2016-03
Rosa,Brooklyn,rosa.kinney@yahoo.com,516,87,2016-02-21,2016-02-23,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2016,2,359.99,240.0,25.0,Regular,2016-02
Arielle,Garland,arielle.levine@yahoo.com,1054,366,2016-08-13,2016-08-14,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,8,359.99,240.0,25.0,Regular,2016-08
Laverna,Niagara Falls,laverna.hernandez@hotmail.com,396,404,2016-08-31,2016-09-01,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,8,359.99,240.0,25.0,Regular,2016-08
Ingeborg,Ithaca,ingeborg.ellison@yahoo.com,979,41,2016-01-27,2016-01-29,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,1,359.99,240.0,25.0,Regular,2016-01
Hollis,Massapequa,hollis.rasmussen@yahoo.com,1112,334,2016-07-25,2016-07-27,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,7,359.99,240.0,25.0,Regular,2016-07
Lee,San Jose,lee.dunn@aol.com,1438,927,2017-06-03,2017-06-06,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2017,6,359.99,240.0,25.0,Regular,2017-06
Doreatha,Huntington,doreatha.ford@yahoo.com,733,674,2017-01-27,2017-01-29,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2017,1,359.99,240.0,25.0,Regular,2017-01
Luke,Bethpage,luke.kramer@hotmail.com,1237,100,2016-03-01,2016-03-03,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,3,359.99,240.0,25.0,Regular,2016-03
Ivette,Canandaigua,ivette.estes@gmail.com,1444,616,2016-12-20,2016-12-23,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,12,359.99,240.0,25.0,Regular,2016-12
Carman,Jamestown,carman.hardy@yahoo.com,1351,237,2016-05-25,2016-05-27,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2016,5,359.99,240.0,25.0,Regular,2016-05
Shanna,Canandaigua,shanna.bonner@msn.com,1028,453,2016-09-22,2016-09-25,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2016,9,359.99,240.0,25.0,Regular,2016-09
Sindy,Pomona,sindy.anderson@gmail.com,1175,17,2016-01-12,2016-01-14,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2016,1,359.99,240.0,25.0,Regular,2016-01
Vonda,Santa Clara,vonda.berger@yahoo.com,581,580,2016-11-30,2016-12-02,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,11,359.99,240.0,25.0,Regular,2016-11
Christiana,Orchard Park,christiana.gross@yahoo.com,1362,386,2016-08-20,2016-08-23,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,8,359.99,240.0,25.0,Regular,2016-08
Tarra,Auburn,tarra.guerrero@aol.com,1326,11,2016-01-05,2016-01-07,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,1,359.99,240.0,25.0,Regular,2016-01
Latasha,Rockville Centre,latasha.stanley@gmail.com,59,286,2016-06-25,2016-06-26,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,6,359.99,240.0,25.0,Regular,2016-06
Doris,Duarte,doris.kaufman@gmail.com,1068,914,2017-05-28,2017-05-31,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2017,5,359.99,240.0,25.0,Regular,2017-05
Vito,Canandaigua,vito.pickett@hotmail.com,1158,983,2017-06-27,2017-06-29,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2017,6,359.99,240.0,25.0,Regular,2017-06
Travis,Los Banos,travis.goodman@yahoo.com,495,1011,2017-07-18,2017-07-21,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2017,7,359.99,240.0,25.0,Regular,2017-07
Melani,Maspeth,melani.jarvis@hotmail.com,313,542,2016-11-04,2016-11-05,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,11,359.99,240.0,25.0,Regular,2016-11
Trudy,Schenectady,trudy.riddle@aol.com,1298,782,2017-03-15,2017-03-18,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2017,3,359.99,240.0,25.0,Regular,2017-03
Le,Banning,le.deleon@msn.com,240,421,2016-09-05,2016-09-08,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2016,9,359.99,240.0,25.0,Regular,2016-09
Jamaal,Elmhurst,jamaal.baker@hotmail.com,1047,51,2016-02-01,2016-02-03,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,2,359.99,240.0,25.0,Regular,2016-02
Florrie,New Rochelle,florrie.little@yahoo.com,1439,1053,2017-08-10,2017-08-12,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2017,8,359.99,240.0,25.0,Regular,2017-08
Thad,Brentwood,thad.castro@msn.com,546,277,2016-06-19,2016-06-20,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2016,6,359.99,240.0,25.0,Regular,2016-06
Luke,Hempstead,luke.fuller@hotmail.com,416,409,2016-09-01,2016-09-04,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,9,359.99,240.0,25.0,Regular,2016-09
Olevia,Redondo Beach,olevia.pitts@gmail.com,181,283,2016-06-23,2016-06-26,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,6,359.99,240.0,25.0,Regular,2016-06
Loraine,Scarsdale,loraine.sykes@yahoo.com,662,845,2017-04-17,2017-04-18,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2017,4,359.99,240.0,25.0,Regular,2017-04
Gertha,Flushing,gertha.mejia@yahoo.com,479,792,2017-03-22,2017-03-24,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2017,3,359.99,240.0,25.0,Regular,2017-03
Iva,Kingston,iva.wilcox@aol.com,961,343,2016-07-31,2016-08-01,Electra Townie Original 7D EQ - Women's - 2016,599.99,2,959.98,2016,7,359.99,240.0,25.0,Regular,2016-07
Garry,Forest Hills,garry.juarez@hotmail.com,1038,888,2017-05-14,2017-05-16,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2017,5,359.99,240.0,25.0,Regular,2017-05
Zelda,Lancaster,zelda.pratt@gmail.com,817,532,2016-10-29,2016-10-30,Electra Townie Original 7D EQ - 2016,599.99,2,959.98,2016,10,359.99,240.0,25.0,Regular,2016-10
Ira,Saratoga Springs,ira.moore@gmail.com,674,829,2017-04-09,2017-04-10,Sun Bicycles Streamway 7 - 2017,533.99,2,961.18,2017,4,320.39,320.4,33.33,Regular,2017-04
Bong,Torrance,bong.hebert@gmail.com,192,1194,2017-10-19,2017-10-22,Sun Bicycles Streamway 7 - 2017,533.99,2,961.18,2017,10,320.39,320.4,33.33,Regular,2017-10
Miriam,Uniondale,miriam.baker@hotmail.com,171,890,2017-05-15,2017-05-18,Sun Bicycles Streamway 7 - 2017,533.99,2,961.18,2017,5,320.39,320.4,33.33,Regular,2017-05
Jane,Apple Valley,jane.henderson@hotmail.com,1088,1301,2017-12-16,2017-12-19,Sun Bicycles Streamway 7 - 2017,533.99,2,961.18,2017,12,320.39,320.4,33.33,Regular,2017-12
Marjory,Apple Valley,marjory.leonard@msn.com,1006,1139,2017-09-21,2017-09-23,Haro SR 1.1 - 2017,539.99,2,971.98,2017,9,323.99,324.0,33.33,Regular,2017-09
Loreta,Spring Valley,loreta.johnston@yahoo.com,167,945,2017-06-14,2017-06-16,Haro SR 1.1 - 2017,539.99,2,971.98,2017,6,323.99,324.0,33.33,Regular,2017-06
Lean,Upland,lean.stark@msn.com,855,631,2016-12-27,2016-12-29,Electra Moto 1 - 2016,529.99,2,985.78,2016,12,317.99,349.79999999999995,35.48,Regular,2016-12
Catrice,San Pablo,catrice.hicks@yahoo.com,648,91,2016-02-25,2016-02-28,Electra Moto 1 - 2016,529.99,2,985.78,2016,2,317.99,349.79999999999995,35.48,Regular,2016-02
Jamaal,Torrance,jamaal.albert@gmail.com,30,444,2016-09-19,2016-09-21,Electra Moto 1 - 2016,529.99,2,985.78,2016,9,317.99,349.79999999999995,35.48,Regular,2016-09
Harris,Jamaica,harris.pittman@yahoo.com,205,160,2016-04-04,2016-04-06,Electra Moto 1 - 2016,529.99,2,985.78,2016,4,317.99,349.79999999999995,35.48,Regular,2016-04
Dorthea,Port Washington,dorthea.walker@aol.com,441,359,2016-08-07,2016-08-10,Electra Moto 1 - 2016,529.99,2,985.78,2016,8,317.99,349.79999999999995,35.48,Regular,2016-08
Saturnina,Glendora,saturnina.garner@gmail.com,53,389,2016-08-22,2016-08-25,Electra Moto 1 - 2016,529.99,2,985.78,2016,8,317.99,349.79999999999995,35.48,Regular,2016-08
Daina,Longview,daina.sampson@msn.com,907,348,2016-08-02,2016-08-04,Electra Moto 1 - 2016,529.99,2,985.78,2016,8,317.99,349.79999999999995,35.48,Regular,2016-08
Melita,Auburn,melita.dominguez@msn.com,737,233,2016-05-21,2016-05-24,Electra Moto 1 - 2016,529.99,2,985.78,2016,5,317.99,349.79999999999995,35.48,Regular,2016-05
Christia,Woodside,christia.wilkins@msn.com,317,84,2016-02-20,2016-02-21,Electra Moto 1 - 2016,529.99,2,985.78,2016,2,317.99,349.79999999999995,35.48,Regular,2016-02
Gabriela,Long Beach,gabriela.warren@aol.com,1245,296,2016-07-04,2016-07-06,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,7,329.99,330.0,33.33,Regular,2016-07
Ashleigh,Newburgh,ashleigh.finch@yahoo.com,1334,533,2016-10-29,2016-11-01,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,10,329.99,330.0,33.33,Regular,2016-10
Minnie,South Richmond Hill,minnie.compton@gmail.com,1290,1221,2017-10-31,2017-11-01,Haro Flightline Two 26 Plus - 2017,549.99,2,989.98,2017,10,329.99,330.0,33.33,Regular,2017-10
Farrah,New Hyde Park,farrah.orr@msn.com,1406,534,2016-10-29,2016-10-31,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,10,329.99,330.0,33.33,Regular,2016-10
Lecia,Schenectady,lecia.hancock@hotmail.com,766,123,2016-03-15,2016-03-17,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,3,329.99,330.0,33.33,Regular,2016-03
Luke,Bethpage,luke.kramer@hotmail.com,1237,100,2016-03-01,2016-03-03,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,3,329.99,330.0,33.33,Regular,2016-03
Trena,Campbell,trena.rogers@aol.com,1366,193,2016-04-28,2016-04-30,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,4,329.99,330.0,33.33,Regular,2016-04
Vanda,Syosset,vanda.holmes@aol.com,988,454,2016-09-23,2016-09-26,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,9,329.99,330.0,33.33,Regular,2016-09
Lissa,Oswego,lissa.vargas@yahoo.com,86,128,2016-03-18,2016-03-21,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,3,329.99,330.0,33.33,Regular,2016-03
Joy,Apple Valley,joy.underwood@gmail.com,1221,1159,2017-10-01,2017-10-03,Electra Townie Original 21D - 2016,549.99,2,989.98,2017,10,329.99,330.0,33.33,Regular,2017-10
Romeo,Port Jefferson Station,romeo.steele@msn.com,1190,979,2017-06-26,2017-06-27,Electra Townie Original 21D - 2016,549.99,2,989.98,2017,6,329.99,330.0,33.33,Regular,2017-06
Hortencia,Euless,hortencia.graham@aol.com,316,131,2016-03-19,2016-03-20,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,3,329.99,330.0,33.33,Regular,2016-03
Melodie,Smithtown,melodie.melton@yahoo.com,878,1303,2017-12-16,2017-12-18,Electra Townie Original 21D - 2016,549.99,2,989.98,2017,12,329.99,330.0,33.33,Regular,2017-12
Cleopatra,East Elmhurst,cleopatra.tate@aol.com,140,1055,2017-08-12,2017-08-15,Electra Townie Original 21D - 2016,549.99,2,989.98,2017,8,329.99,330.0,33.33,Regular,2017-08
Myrtie,Merrick,myrtie.james@yahoo.com,635,205,2016-05-04,2016-05-06,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,5,329.99,330.0,33.33,Regular,2016-05
Aubrey,Port Washington,aubrey.durham@aol.com,1200,170,2016-04-10,2016-04-13,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,4,329.99,330.0,33.33,Regular,2016-04
Lezlie,Freeport,lezlie.thompson@yahoo.com,852,462,2016-09-27,2016-09-29,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,9,329.99,330.0,33.33,Regular,2016-09
Cinda,Los Banos,cinda.rocha@hotmail.com,1307,351,2016-08-03,2016-08-04,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,8,329.99,330.0,33.33,Regular,2016-08
Theresia,Forest Hills,theresia.barron@aol.com,1078,113,2016-03-08,2016-03-11,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,3,329.99,330.0,33.33,Regular,2016-03
Leone,Whitestone,leone.emerson@msn.com,833,574,2016-11-26,2016-11-29,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,11,329.99,330.0,33.33,Regular,2016-11
Douglass,Albany,douglass.blankenship@hotmail.com,1114,1192,2017-10-17,2017-10-18,Electra Townie Original 21D - 2016,549.99,2,989.98,2017,10,329.99,330.0,33.33,Regular,2017-10
Edmund,Copperas Cove,edmund.gaines@gmail.com,830,889,2017-05-14,2017-05-15,Electra Townie Original 21D - 2016,549.99,2,989.98,2017,5,329.99,330.0,33.33,Regular,2017-05
Loreen,South Ozone Park,loreen.byers@yahoo.com,989,570,2016-11-23,2016-11-25,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,11,329.99,330.0,33.33,Regular,2016-11
Kelsey,Mount Vernon,kelsey.noble@hotmail.com,1420,215,2016-05-10,2016-05-12,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,5,329.99,330.0,33.33,Regular,2016-05
Terese,Woodside,terese.briggs@msn.com,707,569,2016-11-23,2016-11-25,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,11,329.99,330.0,33.33,Regular,2016-11
Salena,San Lorenzo,salena.day@msn.com,578,403,2016-08-31,2016-09-02,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,8,329.99,330.0,33.33,Regular,2016-08
Rochelle,Glendora,rochelle.ward@yahoo.com,385,77,2016-02-16,2016-02-19,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,2,329.99,330.0,33.33,Regular,2016-02
Mercedez,Duarte,mercedez.brooks@hotmail.com,1381,504,2016-10-14,2016-10-15,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,10,329.99,330.0,33.33,Regular,2016-10
Ciera,Euless,ciera.koch@gmail.com,958,699,2017-02-06,2017-02-09,Electra Townie Original 21D - 2016,549.99,2,989.98,2017,2,329.99,330.0,33.33,Regular,2017-02
Lazaro,Sugar Land,lazaro.moran@gmail.com,526,67,2016-02-09,2016-02-10,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,2,329.99,330.0,33.33,Regular,2016-02
Herminia,Centereach,herminia.reyes@gmail.com,1151,410,2016-09-01,2016-09-02,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,9,329.99,330.0,33.33,Regular,2016-09
Corine,Clifton Park,corine.stuart@msn.com,1185,64,2016-02-07,2016-02-09,Electra Townie Original 21D - 2016,549.99,2,989.98,2016,2,329.99,330.0,33.33,Regular,2016-02
Tammy,Lake Jackson,tammy.austin@yahoo.com,1063,1140,2017-09-21,2017-09-22,Haro Flightline Two 26 Plus - 2017,549.99,2,989.98,2017,9,329.99,330.0,33.33,Regular,2017-09
Yvone,San Pablo,yvone.yates@gmail.com,768,1225,2017-11-04,2017-11-07,Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99,1,989.99,2017,11,659.99,330.0,33.33,New,2017-11
Grisel,Ballston Spa,grisel.maynard@msn.com,1364,1274,2017-11-28,2017-12-01,Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99,1,989.99,2017,11,659.99,330.0,33.33,New,2017-11
Season,East Northport,season.harvey@yahoo.com,1059,843,2017-04-16,2017-04-19,Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99,1,989.99,2017,4,659.99,330.0,33.33,New,2017-04
Chantay,Elmhurst,chantay.maynard@gmail.com,793,1078,2017-08-19,2017-08-20,Sun Bicycles Biscayne Tandem 7 - 2017,619.99,2,991.98,2017,8,371.99,248.0,25.0,Regular,2017-08
Luis,Amarillo,luis.tyler@gmail.com,198,1063,2017-08-16,2017-08-19,Sun Bicycles Biscayne Tandem 7 - 2017,619.99,2,991.98,2017,8,371.99,248.0,25.0,Regular,2017-08
Skye,Richmond Hill,skye.pope@yahoo.com,618,948,2017-06-15,2017-06-17,Sun Bicycles Biscayne Tandem 7 - 2017,619.99,2,991.98,2017,6,371.99,248.0,25.0,Regular,2017-06
Elnora,Bellmore,elnora.simpson@yahoo.com,809,677,2017-01-28,2017-01-30,Sun Bicycles Streamway 7 - 2017,533.99,2,993.22,2017,1,320.39,352.44000000000005,35.48,Regular,2017-01
Annett,Scarsdale,annett.garrett@yahoo.com,301,817,2017-04-04,2017-04-07,Sun Bicycles Streamway 7 - 2017,533.99,2,993.22,2017,4,320.39,352.44000000000005,35.48,Regular,2017-04
Jenna,Yorktown Heights,jenna.saunders@aol.com,617,1145,2017-09-25,2017-09-26,Sun Bicycles Streamway 7 - 2017,533.99,2,993.22,2017,9,320.39,352.44000000000005,35.48,Regular,2017-09
Nita,Port Chester,nita.guy@hotmail.com,1201,753,2017-03-05,2017-03-08,Sun Bicycles Streamway 7 - 2017,533.99,2,993.22,2017,3,320.39,352.44000000000005,35.48,Regular,2017-03
Carter,Port Chester,carter.booth@msn.com,980,1278,2017-12-01,2017-12-04,Sun Bicycles Streamway 3 - 2017,551.99,2,993.58,2017,12,331.19,331.20000000000005,33.33,Regular,2017-12
Claris,Newburgh,claris.santiago@msn.com,1319,818,2017-04-04,2017-04-07,Haro SR 1.1 - 2017,539.99,2,1004.38,2017,4,323.99,356.4,35.48,Regular,2017-04
Ji,Apple Valley,ji.burt@hotmail.com,1048,491,2016-10-08,2016-10-11,Electra Moto 1 - 2016,529.99,2,1006.98,2016,10,317.99,371.0,36.84,Regular,2016-10
Mark,Monroe,mark.garrett@msn.com,277,61,2016-02-06,2016-02-09,Electra Moto 1 - 2016,529.99,2,1006.98,2016,2,317.99,371.0,36.84,Regular,2016-02
Marjorie,Franklin Square,marjorie.logan@msn.com,90,561,2016-11-19,2016-11-22,Electra Moto 1 - 2016,529.99,2,1006.98,2016,11,317.99,371.0,36.84,Regular,2016-11
Edda,North Tonawanda,edda.young@gmail.com,498,153,2016-03-30,2016-04-01,Electra Moto 1 - 2016,529.99,2,1006.98,2016,3,317.99,371.0,36.84,Regular,2016-03
Raul,Elmhurst,raul.melendez@hotmail.com,106,1066,2017-08-17,2017-08-19,Electra Moto 1 - 2016,529.99,2,1006.98,2017,8,317.99,371.0,36.84,Regular,2017-08
Tina,Maspeth,tina.bush@aol.com,823,602,2016-12-09,2016-12-11,Electra Moto 1 - 2016,529.99,2,1006.98,2016,12,317.99,371.0,36.84,Regular,2016-12
Christoper,Shirley,christoper.gould@aol.com,695,307,2016-07-09,2016-07-11,Electra Moto 1 - 2016,529.99,2,1006.98,2016,7,317.99,371.0,36.84,Regular,2016-07
Nelle,Upland,nelle.beck@aol.com,386,875,2017-05-05,2017-05-08,Electra Moto 1 - 2016,529.99,2,1006.98,2017,5,317.99,371.0,36.84,Regular,2017-05
Joi,San Diego,joi.reeves@msn.com,600,202,2016-05-03,2016-05-04,Electra Moto 1 - 2016,529.99,2,1006.98,2016,5,317.99,371.0,36.84,Regular,2016-05
Tonja,Fairport,tonja.bean@aol.com,1031,1168,2017-10-04,2017-10-06,Electra Moto 1 - 2016,529.99,2,1006.98,2017,10,317.99,371.0,36.84,Regular,2017-10
Nicki,Endicott,nicki.fry@hotmail.com,719,589,2016-12-06,2016-12-07,Electra Moto 1 - 2016,529.99,2,1006.98,2016,12,317.99,371.0,36.84,Regular,2016-12
Shirely,West Hempstead,shirely.cantrell@aol.com,1110,339,2016-07-28,2016-07-29,Electra Moto 1 - 2016,529.99,2,1006.98,2016,7,317.99,371.0,36.84,Regular,2016-07
Cristobal,Lawndale,cristobal.hutchinson@gmail.com,254,1138,2017-09-21,2017-09-22,Sun Bicycles Streamway 7 - 2017,533.99,2,1014.58,2017,9,320.39,373.80000000000007,36.84,Regular,2017-09
Kendra,Jamestown,kendra.harrington@yahoo.com,1113,740,2017-02-28,2017-03-02,Electra Townie Original 21D - 2016,549.99,2,1022.98,2017,2,329.99,363.0,35.48,Regular,2017-02
Ami,Sunnyside,ami.mcmahon@aol.com,333,1244,2017-11-12,2017-11-13,Haro Flightline Two 26 Plus - 2017,549.99,2,1022.98,2017,11,329.99,363.0,35.48,Regular,2017-11
Christel,Long Beach,christel.cardenas@aol.com,981,365,2016-08-13,2016-08-15,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,8,329.99,363.0,35.48,Regular,2016-08
Han,Elmhurst,han.schneider@gmail.com,763,149,2016-03-28,2016-03-29,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,3,329.99,363.0,35.48,Regular,2016-03
Mandi,East Elmhurst,mandi.gibbs@gmail.com,753,529,2016-10-28,2016-10-31,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,10,329.99,363.0,35.48,Regular,2016-10
Kathyrn,Bronx,kathyrn.bush@gmail.com,845,723,2017-02-19,2017-02-22,Electra Townie Original 21D - 2016,549.99,2,1022.98,2017,2,329.99,363.0,35.48,Regular,2017-02
Valentin,Lindenhurst,valentin.mclaughlin@hotmail.com,644,859,2017-04-25,2017-04-26,Haro Flightline Two 26 Plus - 2017,549.99,2,1022.98,2017,4,329.99,363.0,35.48,Regular,2017-04
Lynda,Saratoga Springs,lynda.newman@msn.com,1107,1230,2017-11-05,2017-11-07,Haro Flightline Two 26 Plus - 2017,549.99,2,1022.98,2017,11,329.99,363.0,35.48,Regular,2017-11
Shauna,Yorktown Heights,shauna.edwards@msn.com,1299,345,2016-08-01,2016-08-03,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,8,329.99,363.0,35.48,Regular,2016-08
Alline,North Tonawanda,alline.beasley@yahoo.com,1295,400,2016-08-29,2016-08-31,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,8,329.99,363.0,35.48,Regular,2016-08
Kandace,Santa Monica,kandace.ayers@gmail.com,1147,168,2016-04-09,2016-04-11,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,4,329.99,363.0,35.48,Regular,2016-04
Anisha,Rome,anisha.lang@aol.com,963,340,2016-07-29,2016-07-31,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,7,329.99,363.0,35.48,Regular,2016-07
Honey,Bayside,honey.camacho@gmail.com,436,988,2017-07-02,2017-07-05,Electra Townie Original 21D - 2016,549.99,2,1022.98,2017,7,329.99,363.0,35.48,Regular,2017-07
Kasie,Ballston Spa,kasie.rodriquez@aol.com,251,161,2016-04-04,2016-04-05,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,4,329.99,363.0,35.48,Regular,2016-04
Jennie,Upland,jennie.middleton@gmail.com,298,566,2016-11-22,2016-11-23,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,11,329.99,363.0,35.48,Regular,2016-11
Alden,Shirley,alden.atkinson@gmail.com,1219,585,2016-12-04,2016-12-05,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,12,329.99,363.0,35.48,Regular,2016-12
Loan,Jackson Heights,loan.graham@yahoo.com,1278,902,2017-05-21,2017-05-22,Haro Flightline Two 26 Plus - 2017,549.99,2,1022.98,2017,5,329.99,363.0,35.48,Regular,2017-05
Tiesha,Scarsdale,tiesha.daniel@yahoo.com,83,327,2016-07-21,2016-07-22,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,7,329.99,363.0,35.48,Regular,2016-07
Londa,Corpus Christi,londa.gould@aol.com,1426,971,2017-06-22,2017-06-24,Electra Townie Original 21D - 2016,549.99,2,1022.98,2017,6,329.99,363.0,35.48,Regular,2017-06
Douglass,Duarte,douglass.little@hotmail.com,434,427,2016-09-09,2016-09-11,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,9,329.99,363.0,35.48,Regular,2016-09
Viva,Orchard Park,viva.dawson@yahoo.com,728,192,2016-04-27,2016-04-29,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,4,329.99,363.0,35.48,Regular,2016-04
Kami,Encino,kami.rios@yahoo.com,1349,457,2016-09-24,2016-09-27,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,9,329.99,363.0,35.48,Regular,2016-09
Lean,Upland,lean.stark@msn.com,855,631,2016-12-27,2016-12-29,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,12,329.99,363.0,35.48,Regular,2016-12
Tomika,New Hyde Park,tomika.wilder@aol.com,755,121,2016-03-14,2016-03-16,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,3,329.99,363.0,35.48,Regular,2016-03
Willetta,East Elmhurst,willetta.murphy@msn.com,1401,1293,2017-12-10,2017-12-11,Haro Flightline Two 26 Plus - 2017,549.99,2,1022.98,2017,12,329.99,363.0,35.48,Regular,2017-12
Ann,South El Monte,ann.heath@msn.com,646,754,2017-03-06,2017-03-08,Electra Townie Original 21D - 2016,549.99,2,1022.98,2017,3,329.99,363.0,35.48,Regular,2017-03
Phylis,New York,phylis.adkins@msn.com,854,182,2016-04-18,2016-04-20,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,4,329.99,363.0,35.48,Regular,2016-04
Zulema,Amsterdam,zulema.browning@gmail.com,630,111,2016-03-07,2016-03-10,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,3,329.99,363.0,35.48,Regular,2016-03
Kimbery,San Carlos,kimbery.nieves@msn.com,1259,32,2016-01-21,2016-01-22,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,1,329.99,363.0,35.48,Regular,2016-01
Ellsworth,Carmel,ellsworth.michael@yahoo.com,450,15,2016-01-09,2016-01-12,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,1,329.99,363.0,35.48,Regular,2016-01
Theresia,Forest Hills,theresia.barron@aol.com,1078,113,2016-03-08,2016-03-11,Electra Townie Original 21D - 2016,549.99,2,1022.98,2016,3,329.99,363.0,35.48,Regular,2016-03
Yan,Duarte,yan.mcgowan@msn.com,87,747,2017-03-03,2017-03-05,Electra Amsterdam Fashion 7i Ladies' - 2017,1099.99,1,1022.99,2017,3,659.99,363.0,35.48,New,2017-03
Lillia,Rego Park,lillia.gillespie@hotmail.com,1067,1164,2017-10-01,2017-10-03,Haro SR 1.1 - 2017,539.99,2,1025.98,2017,10,323.99,378.0,36.84,Regular,2017-10
Virgil,Levittown,virgil.frost@gmail.com,286,1166,2017-10-03,2017-10-04,Sun Bicycles Streamway 3 - 2017,551.99,2,1026.7,2017,10,331.19,364.32000000000005,35.48,Regular,2017-10
Larae,Sunnyside,larae.carney@msn.com,715,846,2017-04-17,2017-04-19,Sun Bicycles Streamway 3 - 2017,551.99,2,1026.7,2017,4,331.19,364.32000000000005,35.48,Regular,2017-04
Letty,Depew,letty.cobb@msn.com,893,1276,2017-11-30,2017-12-02,Sun Bicycles Biscayne Tandem CB - 2017,647.99,2,1036.78,2017,11,388.79,259.19999999999993,25.0,Regular,2017-11
